HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,392CY0QWG25CJN2MQ7O9H94WTKWI46,APGX2WZ59OWDN,Approved,Wed Jul 09 18:16:46 GMT 2014,Wed Jul 09 21:02:59 GMT 2014,Thu Jul 10 21:02:59 GMT 2014,2014/07/09 22:54:24 +0000,,,9973,100% (1/1),100% (1/1),0% (0/0),6229997,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,39ASUFLU6YLR1KOAEZ0NT532UMUEX8,A2APPZDU0VS9LN,Approved,Wed Jul 09 18:15:46 GMT 2014,Wed Jul 09 19:24:06 GMT 2014,Thu Jul 10 19:24:06 GMT 2014,2014/07/09 22:54:43 +0000,,,4100,100% (1/1),100% (1/1),0% (0/0),4139032,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,39GXDJN2OUSIOU9O1HD5DAAV38OV8N,A149ROBL26JWPJ,Approved,Wed Jul 09 18:16:01 GMT 2014,Wed Jul 09 20:42:12 GMT 2014,Thu Jul 10 20:42:12 GMT 2014,2014/07/09 22:54:23 +0000,,,8771,100% (1/1),100% (1/1),0% (0/0),9043692,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,39ZSFO5CA9A7VWG7NV0R6EHQ5DRUJ1,A26X8YU9NXMADR,Approved,Wed Jul 09 21:17:24 GMT 2014,Wed Jul 09 21:37:26 GMT 2014,Thu Jul 10 21:37:26 GMT 2014,2014/07/09 22:54:24 +0000,,,1202,100% (1/1),100% (1/1),0% (0/0),8772830,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3A9AA95ATX0MWSTQH7X3VYBMFUN5PB,A35BQPABKN4Q8C,Approved,Wed Jul 09 18:17:14 GMT 2014,Wed Jul 09 18:57:43 GMT 2014,Thu Jul 10 18:57:43 GMT 2014,2014/07/09 22:54:42 +0000,,,2429,100% (1/1),100% (1/1),0% (0/0),2700233,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3AQF3RZ559W6OJ4A8NB3BABI9JAF6X,A2131NUJ7Y8NGZ,Approved,Wed Jul 09 18:16:44 GMT 2014,Wed Jul 09 19:49:57 GMT 2014,Thu Jul 10 19:49:57 GMT 2014,2014/07/09 22:54:43 +0000,,,5593,100% (1/1),100% (1/1),0% (0/0),3432224,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3ATPCQ38J9ODBCX83QK3G0KKBDRAYG,A14WLAP6TCEKO0,Approved,Wed Jul 09 18:15:38 GMT 2014,Wed Jul 09 18:22:59 GMT 2014,Thu Jul 10 18:22:59 GMT 2014,2014/07/09 22:54:33 +0000,,,441,100% (1/1),100% (1/1),0% (0/0),687804,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3B3WTRP3DCG958UWIZZ8B18VQGF29D,A38DC3BG1ZCVZ2,Approved,Wed Jul 09 18:24:20 GMT 2014,Wed Jul 09 19:43:20 GMT 2014,Thu Jul 10 19:43:20 GMT 2014,2014/07/09 22:54:43 +0000,,,4740,100% (1/1),100% (1/1),0% (0/0),810970,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3D4CH1LGEB7ZK223HEKXD52W0ZJG99,A2W5RJFHZRE8IS,Approved,Wed Jul 09 18:17:56 GMT 2014,Wed Jul 09 18:35:39 GMT 2014,Thu Jul 10 18:35:39 GMT 2014,2014/07/09 22:54:41 +0000,,,1063,100% (1/1),100% (1/1),0% (0/0),3406323,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3DR23U6WE6SKK3FQ9PZQ42IWHQ6ETP,ARG392N6HWZCJ,Approved,Wed Jul 09 18:15:29 GMT 2014,Wed Jul 09 18:19:42 GMT 2014,Thu Jul 10 18:19:42 GMT 2014,2014/07/09 22:54:32 +0000,,,253,100% (1/1),100% (1/1),0% (0/0),8708939,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3EG49X351VQNO5VV8HHPHHBPDO66XF,ADMTRXEG43HU0,Approved,Wed Jul 09 18:15:46 GMT 2014,Wed Jul 09 18:24:53 GMT 2014,Thu Jul 10 18:24:53 GMT 2014,2014/07/09 22:54:34 +0000,,,547,100% (1/1),100% (1/1),0% (0/0),1628064,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3GA6AFUKOP2R5W8YKB157SBBF7M3HE,A1DQGASPACYYJX,Approved,Wed Jul 09 18:16:58 GMT 2014,Wed Jul 09 18:26:04 GMT 2014,Thu Jul 10 18:26:04 GMT 2014,2014/07/09 22:54:34 +0000,,,546,100% (1/1),100% (1/1),0% (0/0),179360,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3I3WADAZ9RI4BSHP27KO6Y6W5PR5OU,A2RF0137743HLS,Approved,Wed Jul 09 18:17:26 GMT 2014,Wed Jul 09 18:29:11 GMT 2014,Thu Jul 10 18:29:11 GMT 2014,2014/07/09 22:54:35 +0000,,,705,100% (1/1),100% (1/1),0% (0/0),9756959,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3I7DHKZYGOEA5F4W341YJ4XIDO05F8,A2XM6C78S9L8UG,Approved,Wed Jul 09 18:16:14 GMT 2014,Wed Jul 09 18:34:02 GMT 2014,Thu Jul 10 18:34:02 GMT 2014,2014/07/09 22:54:41 +0000,,,1068,100% (1/1),100% (1/1),0% (0/0),2448861,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3IFS6Q0HJJXVL84XG8KRFCK270ZSIN,A2LTVUZZXTKI0J,Approved,Wed Jul 09 18:17:11 GMT 2014,Wed Jul 09 20:47:48 GMT 2014,Thu Jul 10 20:47:48 GMT 2014,2014/07/09 22:54:23 +0000,,,9037,100% (1/1),100% (1/1),0% (0/0),491626,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3IRIK4HM3BYZL7K0HLL234QFC6IC6J,A37EV8RZ82WT8E,Approved,Wed Jul 09 18:15:53 GMT 2014,Wed Jul 09 20:37:27 GMT 2014,Thu Jul 10 20:37:27 GMT 2014,2014/07/09 22:54:23 +0000,,,8494,100% (1/1),100% (1/1),0% (0/0),8908699,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3IX2EGZR7CXFF4OQJ15M13U6YEFJRE,ADQKTG5B8ZW1G,Approved,Wed Jul 09 19:37:21 GMT 2014,Wed Jul 09 19:41:41 GMT 2014,Thu Jul 10 19:41:41 GMT 2014,2014/07/09 22:54:43 +0000,,,260,100% (1/1),100% (1/1),0% (0/0),944099,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3J4Q2Z4UTZH19N9PDLZ1L3E94OMWQL,A3FCCMXFY0A28Z,Approved,Wed Jul 09 19:54:28 GMT 2014,Wed Jul 09 20:05:31 GMT 2014,Thu Jul 10 20:05:31 GMT 2014,2014/07/09 22:54:44 +0000,,,663,100% (1/1),100% (1/1),0% (0/0),1878048,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3JJVG1YBECBKSYSGY2F20E6XYQ8B5W,A1W0BOO1N1I8OG,Approved,Wed Jul 09 18:17:03 GMT 2014,Wed Jul 09 18:33:15 GMT 2014,Thu Jul 10 18:33:15 GMT 2014,2014/07/09 22:54:35 +0000,,,972,100% (1/1),100% (1/1),0% (0/0),5439105,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3JMSRU9HQJ8ZXVJFEKZ55K6HEBMVEM,A2U71Q51BUUWBR,Approved,Wed Jul 09 18:16:44 GMT 2014,Wed Jul 09 18:21:24 GMT 2014,Thu Jul 10 18:21:24 GMT 2014,2014/07/09 22:54:32 +0000,,,280,100% (1/1),100% (1/1),0% (0/0),899942,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3KOPY89HM9GNW23O8B4QJ5RQSZQ3JJ,A1BWLW96IG3063,Approved,Wed Jul 09 21:17:29 GMT 2014,Wed Jul 09 21:53:13 GMT 2014,Thu Jul 10 21:53:13 GMT 2014,2014/07/09 22:54:24 +0000,,,2144,100% (1/1),100% (1/1),0% (0/0),9517433,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3LRLIPTPERNIR78RZBJC7S59DYHKAU,A27TL0Z3LN7YVL,Approved,Wed Jul 09 18:17:46 GMT 2014,Wed Jul 09 18:23:38 GMT 2014,Thu Jul 10 18:23:38 GMT 2014,2014/07/09 22:54:34 +0000,,,352,100% (1/1),100% (1/1),0% (0/0),2604500,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3LS2AMNW5G4T4E0NMZ8R491N1MKOQY,A3E4SMXXAWZ7TW,Approved,Wed Jul 09 19:09:11 GMT 2014,Wed Jul 09 19:16:45 GMT 2014,Thu Jul 10 19:16:45 GMT 2014,2014/07/09 22:54:42 +0000,,,454,100% (1/1),100% (1/1),0% (0/0),8782263,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3MH9DQ757XQX4UQ6FPFO91PADLBGUK,A2VHQKEBFYLC8Y,Approved,Wed Jul 09 21:27:01 GMT 2014,Wed Jul 09 21:33:12 GMT 2014,Thu Jul 10 21:33:12 GMT 2014,2014/07/09 22:54:24 +0000,,,371,100% (1/1),100% (1/1),0% (0/0),1541115,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3MYYFCXHJ4LYNWWR0JO6WXRGE75G4D,A35FHY70T3PL8I,Approved,Wed Jul 09 18:17:05 GMT 2014,Wed Jul 09 19:23:57 GMT 2014,Thu Jul 10 19:23:57 GMT 2014,2014/07/09 22:54:43 +0000,,,4012,100% (1/1),100% (1/1),0% (0/0),2173087,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3OB0CAO74I3SLZ5M9WUVXM7OO8GHYX,AKLV0WIZZ356X,Approved,Wed Jul 09 18:15:36 GMT 2014,Wed Jul 09 19:37:00 GMT 2014,Thu Jul 10 19:37:00 GMT 2014,2014/07/09 22:54:43 +0000,,,4884,100% (2/2),100% (2/2),100% (1/1),8293768,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3OLF68YTNAF7BLGDY0SFRFD4520FAN,A3J2UG22S8BIW4,Approved,Wed Jul 09 18:17:17 GMT 2014,Wed Jul 09 19:11:09 GMT 2014,Thu Jul 10 19:11:09 GMT 2014,2014/07/09 22:54:42 +0000,,,3232,100% (1/1),100% (1/1),0% (0/0),6666222,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3QXNC7EIPJ929YRI3CVUSDFGTIU09Q,A177EXELDLWTWV,Approved,Wed Jul 09 18:15:55 GMT 2014,Wed Jul 09 19:04:16 GMT 2014,Thu Jul 10 19:04:16 GMT 2014,2014/07/09 22:54:42 +0000,,,2901,100% (1/1),100% (1/1),0% (0/0),4686804,,
31S7M7DAGG4W3PRO09HSTDDXQX1TLY,3VKSEF3048C417617CEE6A8BQK20N0,Answer a short survey about situations and events,sort and relabel strange situations and events (<20 mins.),"survey, demographics, questionnaire, opinion, short",$1.50 ,Wed Jul 09 18:14:59 GMT 2014,50,BatchId:1597727;,10800,86400,Wed Jul 23 18:14:59 GMT 2014,,,3RRCEFRB7NQ2WFOGKXWSVM0JYUDB4R,A2LKZXFNJAKPA3,Approved,Wed Jul 09 18:16:49 GMT 2014,Wed Jul 09 18:25:49 GMT 2014,Thu Jul 10 18:25:49 GMT 2014,2014/07/09 22:54:34 +0000,,,540,100% (1/1),100% (1/1),0% (0/0),1872055,,
